Date of Draw,1st_D,2nd_D,3rd_D,4th_D,5th_D,6th_D,1st_Del,2nd_Del,3rd_Del,4th_Del,5th_Del,6th_Del
2018/3/1,9,23,57,72,77,82,2,6,15,21,22,27
2018/3/3,2,19,62,74,81,83,4,20,22,22,24,30
2018/3/6,12,36,45,46,67,75,4,4,8,20,23,32
2018/3/8,22,50,52,65,66,89,10,14,15,17,23,26
2018/3/10,11,15,42,64,82,84,0,1,2,18,24,34
2018/3/13,19,33,42,65,78,85,4,9,15,16,25,33
2018/3/15,2,13,17,31,45,69,6,13,24,26,33,36
2018/3/17,7,35,52,85,88,90,12,17,24,26,26,29
2018/3/20,9,20,33,43,44,48,5,5,14,25,31,36
2018/3/22,20,23,29,37,39,72,0,6,7,16,16,18
2018/3/24,2,24,42,62,66,81,6,7,7,15,25,30
2018/3/27,10,16,35,63,73,83,0,4,5,11,14,32
2018/3/29,11,15,32,35,52,56,2,5,7,9,16,29
2018/3/31,1,6,7,9,45,79,4,25,26,29,29,30
2018/4/3,30,45,47,49,71,90,1,1,10,12,22,28
2018/4/5,7,27,55,63,73,77,4,9,9,14,20,31
2018/4/7,3,20,47,55,81,83,4,11,25,26,32,35
2018/4/10,27,35,46,68,72,82,3,14,14,21,26,33
2018/4/12,8,28,34,38,47,54,0,10,19,20,21,35
2018/4/14,1,10,31,44,58,80,0,2,4,9,22,22
2018/4/17,12,23,39,54,72,73,9,24,26,26,26,33
2018/4/19,5,17,20,44,62,80,7,9,16,27,33,33
2018/4/21,11,43,68,72,79,85,1,2,2,14,18,32
2018/4/24,31,41,44,67,75,82,10,13,13,21,27,32
2018/4/26,44,52,64,66,67,71,1,4,13,15,30,34
2018/4/28,2,25,41,42,74,87,2,10,10,12,13,31
2018/4/30,6,10,26,47,60,75,0,2,18,25,27,37
2018/5/3,9,19,31,39,77,82,5,18,19,22,25,29
2018/5/5,6,14,19,59,79,81,0,0,0,7,23,32
2018/5/8,17,18,41,57,58,75,3,7,17,25,28,34
2018/5/10,41,62,77,79,81,84,2,5,9,20,25,26
2018/5/12,29,49,50,56,64,78,9,10,17,20,27,33
2018/5/15,3,10,38,52,65,71,12,16,17,23,31,32
2018/5/17,16,33,34,74,79,80,12,22,27,28,31,35
2018/5/19,40,51,55,56,74,81,0,1,11,19,21,33
2018/5/22,12,13,19,37,62,72,12,17,25,32,32,33
2018/5/24,1,27,31,58,83,87,2,4,8,8,14,20
2018/5/26,20,27,32,55,69,90,11,21,22,25,26,28
2018/5/29,19,28,42,49,68,83,6,7,8,13,20,24
2018/5/31,9,57,64,66,69,86,1,17,21,31,32,36
2018/6/4,45,56,66,74,77,88,1,3,16,17,20,29
2018/6/5,6,10,11,21,71,75,1,2,9,15,31,31
2018/6/7,33,39,47,64,67,76,3,14,23,25,27,32
2018/6/9,13,32,41,51,61,86,5,8,20,26,29,30
2018/6/12,1,12,31,33,44,50,3,10,19,23,33,40
2018/6/14,5,37,51,65,79,81,2,8,15,22,25,33
2018/6/16,2,9,15,22,47,65,3,12,17,17,18,20
2018/6/19,1,7,25,40,68,75,5,9,13,13,28,30
2018/6/21,6,11,37,42,58,62,0,17,25,28,29,30
2018/6/23,4,17,29,55,67,70,3,5,24,28,35,37
2018/6/26,2,6,37,39,51,86,0,3,11,13,22,22
2018/6/28,28,36,55,76,81,89,1,16,17,25,29,40
2018/6/30,9,13,23,32,45,54,2,11,16,27,29,31
2018/7/3,28,33,38,41,66,72,2,5,6,29,30,32
2018/7/5,11,19,27,41,61,83,5,18,19,24,30,31
2018/7/7,3,51,55,64,77,79,0,6,14,23,31,33
2018/7/10,27,41,50,60,63,81,2,24,26,27,28,29
2018/7/12,3,13,18,24,74,89,4,5,5,12,21,23
2018/7/14,2,9,14,19,27,77,0,1,8,13,17,33
2018/7/17,30,35,44,60,72,76,0,10,16,31,35,38
2018/7/19,11,38,47,71,76,77,2,5,5,15,19,21
2018/7/21,22,36,38,56,59,67,14,17,18,22,31,33
2018/7/24,7,29,37,43,72,79,16,23,24,26,28,34
2018/7/26,21,34,53,72,80,84,16,24,25,31,33,33
2018/7/28,10,19,47,67,68,75,6,14,16,19,20,22
2018/7/31,23,32,49,53,61,85,5,7,9,10,29,36
2018/8/2,5,6,41,44,65,74,2,4,9,15,25,29
2018/8/4,23,39,53,56,64,84,7,9,12,19,21,40
2018/8/7,11,18,21,23,55,66,1,4,5,12,28,30
2018/8/9,31,32,46,54,73,90,7,9,10,20,30,31
2018/8/11,14,57,73,79,82,84,2,7,14,20,21,22
2018/8/14,21,43,45,57,67,83,2,10,12,23,24,26
2018/8/16,2,10,12,21,22,50,2,3,4,9,23,34
2018/8/18,7,14,27,66,70,81,9,10,12,14,30,32
2018/8/21,2,16,30,39,51,79,0,3,12,18,25,30
2018/8/23,14,23,32,34,40,80,4,18,19,21,25,28
2018/8/25,42,44,54,68,69,81,4,9,12,21,26,38
2018/8/28,1,26,39,43,73,89,5,10,12,18,26,39
2018/8/30,16,28,29,55,63,69,3,14,27,27,28,35
2018/9/1,1,4,19,23,55,68,9,19,26,27,30,37
2018/9/4,18,25,47,51,70,83,5,11,15,15,21,26
2018/9/6,2,23,34,52,76,87,0,5,13,15,16,32
2018/9/8,7,25,32,39,59,86,6,15,21,21,28,31
2018/9/11,59,61,63,65,71,84,10,11,15,15,31,37
2018/9/13,16,23,29,49,57,76,6,7,13,18,20,22
2018/9/15,3,26,34,61,84,87,7,14,14,19,28,30
2018/9/18,2,24,31,42,47,55,4,8,10,13,15,28
2018/9/20,15,18,56,67,72,74,9,20,25,26,26,31
2018/9/22,12,16,29,45,82,85,1,4,15,18,22,28
2018/9/25,17,24,57,64,70,89,6,12,17,17,30,33
2018/9/27,21,37,46,56,65,77,0,6,13,15,25,27
2018/9/29,34,54,77,80,81,87,4,17,21,26,28,29
2018/10/2,3,7,18,47,64,82,0,0,3,4,16,18
2018/10/4,15,30,72,79,86,90,2,15,20,23,24,34
2018/10/6,27,28,33,75,77,78,3,24,25,26,27,30
2018/10/9,10,36,49,53,77,85,15,18,20,20,20,27
2018/10/11,20,23,39,50,62,68,4,9,21,27,35,38
2018/10/13,14,36,39,46,55,59,8,22,23,24,28,32
2018/10/16,8,13,25,50,65,72,2,12,15,21,35,39
2018/10/18,16,23,50,73,80,88,0,4,6,9,10,13
2018/10/20,4,14,27,38,89,90,1,3,3,15,17,36
2018/10/23,6,30,49,56,64,81,13,21,21,26,28,29
2018/10/25,10,21,24,26,29,89,0,8,8,12,19,34
2018/10/27,3,12,35,51,59,80,3,7,10,18,24,28
2018/10/30,38,40,43,59,67,72,10,13,19,25,32,35
2018/11/3,23,35,40,79,86,87,2,13,16,17,22,29
2018/11/5,8,36,39,40,48,50,4,6,13,22,30,32
2018/11/6,4,16,24,42,51,84,0,13,20,24,25,31
2018/11/8,11,15,20,27,45,59,2,3,5,19,29,36
2018/11/10,9,15,20,46,50,84,0,4,4,7,13,27
2018/11/13,7,15,22,31,46,50,10,16,19,28,30,33
2018/11/15,6,12,34,36,40,66,0,2,14,14,16,22
2018/11/17,3,5,38,53,54,82,7,12,14,16,16,33
2018/11/20,3,9,43,48,61,83,5,10,12,13,14,28
2018/11/22,15,24,28,34,56,73,0,5,5,7,19,23
2018/11/24,30,38,63,68,77,80,5,7,10,13,15,19
2018/11/27,6,12,15,30,31,89,7,8,11,24,26,34
2018/11/29,6,22,27,36,62,76,9,19,19,27,28,30
2018/12/1,7,16,33,54,80,84,15,16,17,21,28,37
2018/12/4,6,31,37,47,71,78,3,7,18,18,19,25
2018/12/6,10,30,44,45,47,49,0,6,11,17,21,24
2018/12/10,7,37,52,73,87,88,7,15,23,28,31,32
2018/12/11,6,17,32,38,47,90,5,7,10,22,24,26
2018/12/13,7,9,12,21,30,41,5,10,14,22,24,24
2018/12/15,5,23,36,42,47,79,0,5,16,22,22,30
2018/12/18,39,61,68,69,70,86,5,8,16,23,26,31
2018/12/20,11,49,58,71,76,89,2,3,12,23,25,30
2018/12/22,4,14,16,51,64,88,1,1,2,12,19,26
2018/12/24,12,19,36,42,77,87,12,13,14,16,25,31
2018/12/27,36,43,44,49,78,82,1,6,7,8,17,22
2018/12/29,24,37,46,49,62,71,3,7,15,16,25,32
2019/1/3,1,35,52,56,64,70,8,10,13,24,28,32
2019/1/5,46,52,55,68,76,89,10,12,17,28,28,32
2019/1/7,3,8,28,45,55,58,1,9,16,17,20,30
2019/1/8,23,34,38,54,57,87,2,2,20,27,27,40
2019/1/10,2,39,66,76,86,87,13,17,25,25,29,33
2019/1/12,16,33,36,62,73,88,16,22,23,23,29,33
2019/1/15,8,43,51,56,57,87,0,2,11,25,26,34
2019/1/17,21,26,33,35,63,89,10,24,24,26,28,32
2019/1/19,1,15,45,48,60,80,6,7,9,13,13,30
2019/1/22,3,22,79,82,83,88,6,14,27,28,31,33
2019/1/24,3,19,40,49,60,82,10,12,16,16,29,33
2019/1/26,17,19,62,72,78,82,0,5,9,18,18,29
2019/1/29,6,11,29,65,87,90,5,7,9,14,27,29
2019/1/31,4,21,59,63,65,83,4,7,9,19,29,33
2019/2/2,37,42,52,80,86,88,6,7,8,8,17,34
2019/2/5,11,21,34,46,50,86,11,12,14,16,26,32
2019/2/7,9,26,27,49,54,76,0,12,13,25,29,31
2019/2/9,5,26,43,52,63,90,0,14,16,16,18,33
2019/2/12,14,28,64,69,84,90,0,2,8,13,19,24
2019/2/14,4,30,47,76,78,83,7,18,24,29,32,33
2019/2/16,10,17,42,59,61,80,6,11,14,21,22,29
2019/2/19,15,16,32,63,67,70,8,12,15,25,28,30
2019/2/21,11,16,43,59,87,90,3,19,27,28,28,32
2019/2/23,5,31,47,60,68,88,0,2,7,14,27,27
2019/2/26,13,25,27,52,66,75,0,6,9,12,26,32
2019/2/28,2,11,50,55,79,85,5,5,11,14,18,35
2019/3/2,19,34,37,40,66,69,5,10,10,11,18,22
2019/3/5,3,6,16,36,56,82,3,4,4,22,27,31
2019/3/7,8,42,51,62,80,84,5,12,15,19,30,37
2019/3/9,9,15,51,70,78,86,7,11,14,21,27,30
2019/3/12,13,37,58,66,67,88,6,12,20,21,26,29
2019/3/14,27,28,42,63,78,86,0,1,10,14,16,19
2019/3/16,49,61,63,77,87,88,5,10,16,18,21,26
2019/3/19,12,15,38,43,56,85,2,8,8,10,19,24
2019/3/21,27,32,52,59,69,90,1,12,14,17,23,23
2019/3/23,21,32,43,63,83,90,16,23,23,23,25,25
2019/3/26,14,27,45,47,52,84,6,7,17,22,28,31
2019/3/28,43,53,58,68,83,90,3,18,28,28,28,30
2019/3/30,1,10,20,28,47,55,4,9,11,12,16,17
2019/4/2,19,25,30,32,37,60,8,14,22,26,29,38
2019/4/4,7,29,38,49,66,70,0,5,6,10,26,33
2019/4/6,41,54,85,87,88,89,0,1,11,13,26,31
2019/4/9,1,13,28,33,37,65,4,5,14,15,19,27
2019/4/11,5,10,52,60,85,88,5,13,16,22,24,36
2019/4/13,16,22,30,40,51,77,3,4,8,15,22,25
2019/4/16,15,55,58,62,82,90,1,4,11,16,21,30
2019/4/18,7,10,46,47,73,89,13,19,24,30,31,32
2019/4/20,5,18,76,87,88,89,7,15,25,27,28,31
2019/4/23,19,20,32,51,63,79,1,12,16,17,28,32
2019/4/27,6,17,18,42,64,71,7,7,21,27,35,37
2019/4/29,8,22,61,65,69,74,4,12,15,20,24,29
2019/4/30,13,29,31,51,55,72,5,15,15,21,26,35
2019/5/2,1,28,57,75,82,83,7,10,12,13,31,33
2019/5/4,4,15,41,52,76,85,3,5,8,22,28,32
2019/5/7,5,8,21,49,66,90,4,4,8,9,10,20
2019/5/9,3,17,26,38,54,82,12,14,19,27,30,33
2019/5/11,9,20,47,58,65,78,0,5,11,11,22,26
2019/5/14,37,59,69,75,89,90,5,11,16,19,22,31
2019/5/16,11,25,37,67,75,85,9,14,18,20,24,26
2019/5/18,31,33,44,57,62,65,3,9,12,13,19,31
2019/5/21,20,38,76,82,84,87,11,17,20,21,24,31
2019/5/23,2,8,15,32,72,79,2,2,9,15,31,36
2019/5/25,33,51,53,59,66,68,7,16,28,29,30,33
2019/5/28,8,30,33,58,84,89,2,17,19,19,24,30
2019/5/30,16,33,59,65,69,73,12,20,21,24,34,35
2019/6/1,17,19,24,46,48,72,7,11,20,21,21,31
2019/6/4,15,49,63,79,85,86,2,5,8,11,21,22
2019/6/6,2,15,47,54,78,79,4,13,16,17,23,23
2019/6/8,15,16,54,64,66,72,9,9,18,25,25,29
2019/6/11,16,25,36,46,48,58,3,4,17,19,31,32
2019/6/13,11,22,23,26,32,77,4,5,8,13,28,30
2019/6/15,4,23,43,47,74,82,2,22,26,29,30,34
2019/6/18,13,23,63,67,68,81,4,21,21,25,33,36
2019/6/20,25,26,35,42,65,76,8,12,14,14,20,24
2019/6/22,35,39,41,69,70,74,3,9,10,11,22,30
2019/6/25,14,43,61,62,75,85,0,12,14,21,23,29
2019/6/27,33,34,37,50,68,82,0,10,14,20,26,30
2019/6/29,6,22,33,45,60,81,0,0,11,16,19,32
2019/7/2,13,18,37,48,63,67,5,5,13,15,18,31
2019/7/4,40,42,57,64,80,86,0,1,16,23,24,35
2019/7/6,6,12,22,25,29,62,0,3,7,18,21,28
2019/7/9,1,20,26,54,59,74,0,3,5,17,20,24
2019/7/11,15,26,32,48,66,84,2,5,9,14,26,33
2019/7/13,3,13,15,36,42,90,5,10,10,28,29,35
2019/7/16,30,47,48,60,67,90,8,17,19,19,26,39
2019/7/18,12,22,37,40,51,68,0,13,15,16,19,30
2019/7/20,2,23,29,51,79,84,7,18,21,23,25,35
2019/7/23,18,32,34,55,74,79,1,3,12,14,28,36
2019/7/25,7,20,28,36,55,69,0,5,16,19,22,23
2019/7/27,13,33,40,61,78,80,3,3,9,9,10,22
2019/7/30,6,8,16,42,84,87,1,11,17,26,26,27
2019/8/1,20,30,37,52,82,83,1,1,15,23,26,27
2019/8/3,6,16,21,27,33,66,0,5,15,16,26,32
2019/8/6,20,22,27,43,46,72,3,5,14,19,23,28
2019/8/8,6,10,24,63,66,89,4,10,13,19,23,35
2019/8/10,10,15,42,57,68,80,1,1,10,17,24,25
2019/8/13,7,32,41,59,75,76,4,17,17,19,27,32
2019/8/17,8,13,31,37,39,46,1,5,9,22,24,34
2019/8/19,17,28,57,66,67,71,11,15,19,30,34,37
2019/8/20,20,35,40,41,79,88,0,1,7,15,24,33
2019/8/22,1,12,24,42,65,67,13,14,14,15,22,33
2019/8/24,20,36,40,42,63,86,0,11,11,15,19,29
2019/8/27,4,15,34,37,47,73,3,6,9,13,19,27
2019/8/29,21,37,45,53,83,84,0,12,18,19,21,22
2019/8/31,31,35,52,59,60,75,0,0,0,3,12,21
2019/9/3,18,29,39,58,59,76,3,7,8,17,18,35
2019/9/5,7,26,31,34,52,54,3,5,5,18,22,25
2019/9/7,9,29,43,66,70,84,1,12,16,17,21,25
2019/9/10,15,16,21,49,50,83,2,3,10,18,23,31
2019/9/12,12,17,20,62,80,88,0,0,14,19,30,35
2019/9/14,1,7,10,40,52,59,0,2,12,14,14,21
2019/9/17,9,18,26,43,60,79,1,6,20,26,27,38
2019/9/19,38,50,53,56,65,76,8,12,12,21,27,33
2019/9/21,31,36,44,47,50,56,0,1,14,21,29,39
2019/9/24,7,45,55,60,81,89,2,2,3,13,14,22
2019/9/26,17,20,42,44,83,90,6,9,11,14,18,33
2019/9/28,37,49,66,75,77,82,17,21,22,25,28,31
2019/10/1,11,59,63,73,84,89,9,10,16,30,31,38
2019/10/3,4,5,31,35,46,80,2,7,11,24,33,35
2019/10/5,20,38,52,58,68,72,2,3,4,18,24,29
2019/10/8,25,35,47,70,79,87,9,15,16,17,26,28
2019/10/10,9,12,29,42,65,75,2,9,11,18,25,27
2019/10/12,5,33,40,45,79,90,0,11,12,13,16,30
2019/10/15,5,38,45,54,59,65,3,3,7,10,14,26
2019/10/17,10,29,33,55,65,72,5,9,16,21,25,33
2019/10/19,15,30,75,76,77,79,12,14,20,20,27,30
2019/10/22,9,28,40,77,79,81,1,7,15,22,23,30
2019/10/24,18,51,53,57,82,87,0,10,12,13,17,28
2019/10/26,8,12,13,14,51,83,7,14,14,16,30,36
2019/10/29,21,32,47,61,67,68,7,14,19,22,26,32
2019/10/31,35,41,53,60,65,80,4,5,20,23,27,40
2019/11/2,10,19,30,68,78,80,13,19,21,28,29,30
2019/11/5,32,56,64,65,87,90,8,21,22,26,28,39
2019/11/7,4,9,37,48,49,77,1,1,6,14,19,23
2019/11/9,1,21,43,51,81,88,9,20,23,25,25,28
2019/11/12,14,15,51,55,61,73,0,9,10,19,22,31
2019/11/14,33,52,57,72,76,81,13,13,14,17,30,33
2019/11/16,7,29,31,58,65,86,5,7,8,9,10,36
2019/11/19,19,26,56,74,77,82,5,9,13,21,22,28
2019/11/21,23,29,35,50,57,60,15,19,20,21,26,34
2019/11/23,12,29,52,61,72,79,6,17,21,22,23,35
2019/11/26,21,22,35,63,76,79,9,12,21,26,29,31
2019/11/28,7,16,17,50,52,74,0,9,26,27,27,30
2019/11/30,2,21,47,52,66,77,8,13,19,24,29,37
2019/12/3,4,5,8,22,48,83,5,22,24,27,28,35
2019/12/5,16,25,52,59,64,74,3,4,20,26,29,34
2019/12/7,11,21,44,67,77,80,0,1,15,20,27,28
2019/12/10,11,37,40,42,58,82,12,18,22,30,33,34
2019/12/12,11,25,39,48,51,71,0,3,19,20,27,27
2019/12/14,8,10,43,52,60,83,0,1,7,9,12,19
2019/12/17,4,8,37,44,86,88,6,10,10,19,20,29
2019/12/19,3,14,25,43,74,80,2,4,8,14,18,26
2019/12/21,9,28,36,50,66,90,1,7,7,23,24,26
2019/12/23,17,30,45,56,87,89,2,10,16,23,24,39
2019/12/24,44,48,55,67,82,90,4,10,10,15,17,29
2019/12/28,3,8,16,28,42,65,19,21,22,30,31,35
2019/12/31,3,32,36,43,62,80,8,16,17,20,26,38
2020/1/2,5,45,63,64,78,85,3,12,15,16,17,20
2020/1/4,23,30,37,44,57,80,11,13,20,23,28,28
2020/1/7,2,23,60,66,72,78,15,21,24,24,26,36
2020/1/9,5,14,54,55,66,78,13,16,22,23,26,29
2020/1/11,34,36,38,63,72,81,14,18,19,21,28,29
2020/1/14,1,6,9,32,68,85,3,7,15,18,19,19
2020/1/16,22,29,50,53,72,83,2,2,8,11,24,35
2020/1/18,26,28,32,50,79,87,7,10,15,15,16,28
2020/1/21,6,32,46,53,70,75,6,10,16,18,26,38
2020/1/23,15,20,23,69,72,81,0,21,23,30,30,31
2020/1/25,11,16,17,35,68,90,3,14,15,18,23,30
2020/1/28,16,21,33,50,57,89,6,16,18,19,20,26
2020/1/30,8,46,53,62,77,84,4,15,15,25,25,26
2020/2/1,22,25,45,46,48,88,14,17,18,19,21,28
2020/2/4,21,29,34,64,72,79,0,4,7,10,13,18
2020/2/6,3,20,29,49,65,82,2,4,20,20,28,33
2020/2/8,15,32,54,56,61,85,4,9,14,14,26,28
2020/2/11,16,24,45,68,72,81,3,14,14,29,31,32
2020/2/13,4,15,43,69,74,84,0,5,6,8,19,37
2020/2/15,13,26,40,55,65,86,2,6,6,8,18,27
2020/2/18,26,45,58,69,72,82,5,11,11,21,31,32
2020/2/20,20,36,55,69,80,85,13,16,21,23,27,31
2020/2/22,1,28,57,58,60,68,5,13,14,23,28,35
2020/2/25,10,15,23,54,73,74,20,20,25,31,31,33
2020/2/27,17,51,60,71,75,79,1,2,12,23,23,33
2020/2/29,9,35,44,50,73,78,0,6,8,11,24,29
2020/3/3,5,11,19,26,36,64,0,17,25,37,38,39
2020/3/5,13,40,48,67,69,85,4,9,14,21,25,27
2020/3/7,11,13,31,41,85,87,4,6,9,9,27,30
2020/3/10,8,35,41,43,57,80,0,14,16,22,26,33
2020/3/12,19,22,41,46,56,86,1,4,20,23,26,28
2020/3/14,1,13,18,47,68,75,3,7,9,13,20,34
2020/3/17,17,29,30,49,63,65,4,6,13,13,24,31
2020/3/19,7,11,17,28,29,50,2,4,16,26,30,33
2020/3/21,5,13,38,39,52,59,1,6,16,17,20,28
2020/5/5,39,43,58,73,83,86,0,12,15,16,18,32
2020/5/7,22,35,45,52,57,75,2,8,9,22,24,29
2020/5/9,34,45,59,66,70,78,7,12,15,24,24,31
2020/5/12,21,38,55,60,65,85,0,9,10,12,24,27
2020/5/14,12,17,20,54,61,80,7,14,14,19,28,30
2020/5/16,2,7,71,78,84,87,4,10,11,19,23,28
2020/5/19,26,41,51,62,66,85,1,12,16,17,25,30
2020/5/21,3,21,44,69,73,81,9,10,12,21,31,32
2020/5/23,5,15,61,75,82,86,1,4,13,23,23,25
2020/5/26,10,23,27,46,68,74,3,12,12,21,31,40
2020/5/28,16,29,31,73,76,82,19,24,30,33,34,38
2020/5/30,3,27,46,52,70,74,4,16,21,25,25,35
2020/6/1,9,28,49,65,76,81,1,2,20,20,27,29
2020/6/4,5,16,23,30,40,71,3,6,7,13,23,26
2020/6/6,4,21,37,45,50,79,4,21,27,27,31,31
2020/6/9,8,14,30,58,71,87,1,8,28,29,29,35
2020/6/11,1,7,23,47,68,69,10,14,16,17,28,28
2020/6/13,20,42,53,57,62,73,3,9,13,14,25,31
2020/6/16,1,11,39,59,68,74,0,1,3,8,10,33
2020/6/18,4,6,15,35,67,73,3,17,17,19,25,32
2020/6/20,16,29,39,55,63,86,0,11,12,16,22,34
2020/6/23,40,44,52,59,66,69,4,8,17,18,27,29
2020/6/25,14,35,41,51,84,85,4,5,7,19,23,33
2020/6/27,13,33,35,60,78,81,7,11,19,28,28,30
2020/6/30,6,7,57,61,79,89,7,10,19,25,26,29
2020/7/2,12,33,42,56,78,79,0,0,5,17,21,32
2020/7/4,33,38,46,59,65,73,2,18,22,23,28,35
2020/7/7,16,24,29,53,73,88,3,4,12,28,33,38
2020/7/9,1,10,26,40,64,88,6,9,11,21,24,35
2020/7/11,6,10,19,20,40,67,6,13,18,18,23,26
2020/7/14,17,35,70,71,74,82,8,9,10,24,25,28
2020/7/16,35,39,40,64,67,75,3,5,11,13,26,31
2020/7/18,18,33,49,76,80,84,0,10,12,12,16,21
2020/7/21,4,34,46,54,55,62,2,3,7,15,18,36
2020/7/23,10,29,37,49,56,57,5,8,10,13,17,25
